arfcn;name;uplink;downlink
880;GSM-1800;1783.8;1878.8
881;GSM-1800;1784;1879
882;GSM-1800;1784.2;1879.2
883;GSM-1800;1784.4;1879.4
884;GSM-1800;1784.6;1879.6
885;GSM-1800;1784.8;1879.8
955;RGSM-900;876.2;921.2
956;RGSM-900;876.4;921.4
957;RGSM-900;876.6;921.6
958;RGSM-900;876.8;921.8
959;RGSM-900;877;922
960;RGSM-900;877.2;922.2
961;RGSM-900;877.4;922.4
962;RGSM-900;877.6;922.6
963;RGSM-900;877.8;922.8
964;RGSM-900;878;923
965;RGSM-900;878.2;923.2
966;RGSM-900;878.4;923.4
967;RGSM-900;878.6;923.6
968;RGSM-900;878.8;923.8
969;RGSM-900;879;924
970;RGSM-900;879.2;924.2
971;RGSM-900;879.4;924.4
972;RGSM-900;879.6;924.6
973;RGSM-900;879.8;924.8
974;RGSM-900;880;925
975;EGSM-900;880.2;925.2
976;EGSM-900;880.4;925.4
977;EGSM-900;880.6;925.6
978;EGSM-900;880.8;925.8
979;EGSM-900;881;926
980;EGSM-900;881.2;926.2
981;EGSM-900;881.4;926.4
982;EGSM-900;881.6;926.6
983;EGSM-900;881.8;926.8
984;EGSM-900;882;927
985;EGSM-900;882.2;927.2
986;EGSM-900;882.4;927.4
987;EGSM-900;882.6;927.6
988;EGSM-900;882.8;927.8
989;EGSM-900;883;928
990;EGSM-900;883.2;928.2
991;EGSM-900;883.4;928.4
992;EGSM-900;883.6;928.6
993;EGSM-900;883.8;928.8
994;EGSM-900;884;929
995;EGSM-900;884.2;929.2
996;EGSM-900;884.4;929.4
997;EGSM-900;884.6;929.6
998;EGSM-900;884.8;929.8
999;EGSM-900;885;930
1000;EGSM-900;885.2;930.2
1001;EGSM-900;885.4;930.4
1002;EGSM-900;885.6;930.6
1003;EGSM-900;885.8;930.8
1004;EGSM-900;886;931
1005;EGSM-900;886.2;931.2
1006;EGSM-900;886.4;931.4
1007;EGSM-900;886.6;931.6
1008;EGSM-900;886.8;931.8
1009;EGSM-900;887;932
1010;EGSM-900;887.2;932.2
1011;EGSM-900;887.4;932.4
1012;EGSM-900;887.6;932.6
1013;EGSM-900;887.8;932.8
1014;EGSM-900;888;933
1015;EGSM-900;888.2;933.2
1016;EGSM-900;888.4;933.4
1017;EGSM-900;888.6;933.6
1018;EGSM-900;888.8;933.8
1019;EGSM-900;889;934
1020;EGSM-900;889.2;934.2
1021;EGSM-900;889.4;934.4
1022;EGSM-900;889.6;934.6
1023;EGSM-900;889.8;934.8
